udise,school_name,block,cluster,setting,grade,subject,score_out_of_10
21150216801,Govt PS Tentulipadar,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,Grade 5,Maths,9
21150216801,Govt PS Tentulipadar,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,Grade 5,Odia,9
21150217101,Govt PS Janhimunda,Athamalik,NILAKANTHAPADA UPS,Rural,Grade 5,EVS,4
21150217101,Govt PS Janhimunda,Athamalik,NILAKANTHAPADA UPS,Rural,Grade 5,English,3
21150217101,Govt PS Janhimunda,Athamalik,NILAKANTHAPADA UPS,Rural,Grade 5,Maths,4
21150217101,Govt PS Janhimunda,Athamalik,NILAKANTHAPADA UPS,Rural,Grade 5,Odia,6
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,7
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,7
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,8
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,6
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,English,8
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Maths,8
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Odia,6
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,SST,3
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Science,5
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,9
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,8
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,8
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,9
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,English,8
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Maths,9
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Odia,7
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,SST,2
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Science,9
21150217602,Govt. PS Siarinali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,9
21150217602,Govt. PS Siarinali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,9
21150217602,Govt. PS Siarinali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,9
21150217602,Govt. PS Siarinali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,7
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,7
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,6
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,8
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,8
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,English,8
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Maths,8
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Odia,7
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,SST,1
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Science,7
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 5,EVS,7
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 5,English,8
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 5,Maths,7
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 5,Odia,9
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 8,English,8
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 8,Maths,6
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 8,Odia,9
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 8,SST,6
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,Grade 8,Science,6
21150218301,Govt. PS Digipadar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,6
21150218301,Govt. PS Digipadar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,6
21150218301,Govt. PS Digipadar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,6
21150218301,Govt. PS Digipadar,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,6
21150218502,Govt. PS Gadadharpur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,5
21150218502,Govt. PS Gadadharpur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,7
21150218502,Govt. PS Gadadharpur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,7
21150218502,Govt. PS Gadadharpur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,8
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,6
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,7
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,6
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,6
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,English,6
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Maths,8
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Odia,6
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,SST,1
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Science,5
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,9
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,9
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,9
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,10
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,English,5
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Maths,4
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Odia,5
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,SST,2
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Science,7
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,7
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,8
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,9
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,7
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,English,7
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Maths,4
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Odia,6
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,SST,1
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Science,4
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,6
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,7
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,8
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,10
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,English,8
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Maths,6
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Odia,6
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,SST,4
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 8,Science,10
21150219501,Govt. PS Sorishpank,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,7
21150219501,Govt. PS Sorishpank,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,8
21150219501,Govt. PS Sorishpank,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,8
21150219501,Govt. PS Sorishpank,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,8
21150219601,Govt. PS Titirikata,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,EVS,9
21150219601,Govt. PS Titirikata,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,English,8
21150219601,Govt. PS Titirikata,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Maths,5
21150219601,Govt. PS Titirikata,Athamalik,GOVT. NUPS MADHAPUR,Rural,Grade 5,Odia,8
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,6
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,English,6
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,8
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,8
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 8,English,2
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 8,Maths,1
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 8,Odia,6
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 8,SST,2
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,Grade 8,Science,8
21150220001,GHANAJODI PS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,4
21150220001,GHANAJODI PS,Athamalik,MAIMURA PS,Rural,Grade 5,English,8
21150220001,GHANAJODI PS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,6
21150220001,GHANAJODI PS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,7
21150220201,KALAJIKATA PS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,7
21150220201,KALAJIKATA PS,Athamalik,MAIMURA PS,Rural,Grade 5,English,6
21150220201,KALAJIKATA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,9
21150220201,KALAJIKATA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,7
21150220301,KANSAB(B) PS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,7
21150220301,KANSAB(B) PS,Athamalik,MAIMURA PS,Rural,Grade 5,English,7
21150220301,KANSAB(B) PS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,8
21150220301,KANSAB(B) PS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,10
21150220601,KUTULUSINGA PS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,8
21150220601,KUTULUSINGA PS,Athamalik,MAIMURA PS,Rural,Grade 5,English,7
21150220601,KUTULUSINGA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,8
21150220601,KUTULUSINGA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,8
21150220701,MAIMURA PS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,6
21150220701,MAIMURA PS,Athamalik,MAIMURA PS,Rural,Grade 5,English,5
21150220701,MAIMURA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,5
21150220701,MAIMURA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,8
21150220751,PRHS MAIMURA,Athamalik,MAIMURA PS,Rural,Grade 8,English,5
21150220751,PRHS MAIMURA,Athamalik,MAIMURA PS,Rural,Grade 8,Maths,8
21150220751,PRHS MAIMURA,Athamalik,MAIMURA PS,Rural,Grade 8,Odia,5
21150220751,PRHS MAIMURA,Athamalik,MAIMURA PS,Rural,Grade 8,SST,8
21150220751,PRHS MAIMURA,Athamalik,MAIMURA PS,Rural,Grade 8,Science,6
21150220801,NABING PS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,7
21150220801,NABING PS,Athamalik,MAIMURA PS,Rural,Grade 5,English,6
21150220801,NABING PS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,8
21150220801,NABING PS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,10
21150221001,KANSAB(A) PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,4
21150221001,KANSAB(A) PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,English,6
21150221001,KANSAB(A) PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,7
21150221001,KANSAB(A) PUPS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,3
21150221101,TARANDA PS,Athamalik,MAIMURA PS,Rural,Grade 5,EVS,5
21150221101,TARANDA PS,Athamalik,MAIMURA PS,Rural,Grade 5,English,5
21150221101,TARANDA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Maths,8
21150221101,TARANDA PS,Athamalik,MAIMURA PS,Rural,Grade 5,Odia,7
21150221201,GOVT.PS ANTARSINGA,Athamalik,KUTESWAR UPS,Rural,Grade 5,EVS,7
21150221201,GOVT.PS ANTARSINGA,Athamalik,KUTESWAR UPS,Rural,Grade 5,English,5
21150221201,GOVT.PS ANTARSINGA,Athamalik,KUTESWAR UPS,Rural,Grade 5,Maths,8
21150221201,GOVT.PS ANTARSINGA,Athamalik,KUTESWAR UPS,Rural,Grade 5,Odia,5
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,EVS,8
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,English,8
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,Maths,9
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,Odia,9
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,English,9
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,Maths,4
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,Odia,5
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,SST,4
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,Science,10
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 5,EVS,7
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 5,English,4
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 5,Maths,7
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 5,Odia,6
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 8,English,5
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 8,Maths,2
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 8,Odia,5
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 8,SST,2
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,Grade 8,Science,6
21150222101,GOVT.PS KAMALPUR,Athamalik,KUTESWAR UPS,Rural,Grade 5,EVS,7
21150222101,GOVT.PS KAMALPUR,Athamalik,KUTESWAR UPS,Rural,Grade 5,English,5
21150222101,GOVT.PS KAMALPUR,Athamalik,KUTESWAR UPS,Rural,Grade 5,Maths,7
21150222101,GOVT.PS KAMALPUR,Athamalik,KUTESWAR UPS,Rural,Grade 5,Odia,7
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,EVS,3
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,English,2
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,Maths,3
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 5,Odia,4
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,English,2
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,Maths,4
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,Odia,5
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,SST,5
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,Grade 8,Science,3
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 5,EVS,7
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 5,English,8
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 5,Maths,7
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 5,Odia,6
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 8,English,3
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 8,Maths,7
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 8,Odia,6
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 8,SST,5
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,Grade 8,Science,6
21150222801,GOVT .PS NUAGARGH,Athamalik,KUTESWAR UPS,Rural,Grade 5,EVS,7
21150222801,GOVT .PS NUAGARGH,Athamalik,KUTESWAR UPS,Rural,Grade 5,English,8
21150222801,GOVT .PS NUAGARGH,Athamalik,KUTESWAR UPS,Rural,Grade 5,Maths,8
21150222801,GOVT .PS NUAGARGH,Athamalik,KUTESWAR UPS,Rural,Grade 5,Odia,7
21150222902,GOVT.PS SATABANDHULI,Athamalik,KUTESWAR UPS,Rural,Grade 5,EVS,6
21150222902,GOVT.PS SATABANDHULI,Athamalik,KUTESWAR UPS,Rural,Grade 5,English,8
21150222902,GOVT.PS SATABANDHULI,Athamalik,KUTESWAR UPS,Rural,Grade 5,Maths,10
21150222902,GOVT.PS SATABANDHULI,Athamalik,KUTESWAR UPS,Rural,Grade 5,Odia,6
21150223801,GOVT. PS KODASAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,EVS,5
21150223801,GOVT. PS KODASAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,English,7
21150223801,GOVT. PS KODASAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,Maths,6
21150223801,GOVT. PS KODASAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,Odia,7
21150223902,GOVT. PS PAIKSAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,EVS,6
21150223902,GOVT. PS PAIKSAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,English,5
21150223902,GOVT. PS PAIKSAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,Maths,5
21150223902,GOVT. PS PAIKSAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 5,Odia,7
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 8,English,8
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 8,Maths,8
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 8,Odia,8
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 8,SST,7
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,Grade 8,Science,6
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 5,EVS,7
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 5,English,8
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 5,Maths,8
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 5,Odia,9
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 8,English,3
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 8,Maths,4
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 8,Odia,4
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 8,SST,7
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,Grade 8,Science,3
21150224301,TAILAMAL PS,Athamalik,TAPADHOL,Rural,Grade 5,EVS,4
21150224301,TAILAMAL PS,Athamalik,TAPADHOL,Rural,Grade 5,English,6
21150224301,TAILAMAL PS,Athamalik,TAPADHOL,Rural,Grade 5,Maths,7
21150224301,TAILAMAL PS,Athamalik,TAPADHOL,Rural,Grade 5,Odia,7
21150224501,GOVT .PS ACHUTAPUR,Athamalik,PEDI PATHAR,Rural,Grade 5,EVS,6
21150224501,GOVT .PS ACHUTAPUR,Athamalik,PEDI PATHAR,Rural,Grade 5,English,9
21150224501,GOVT .PS ACHUTAPUR,Athamalik,PEDI PATHAR,Rural,Grade 5,Maths,8
21150224501,GOVT .PS ACHUTAPUR,Athamalik,PEDI PATHAR,Rural,Grade 5,Odia,9
21150224601,GOVT.PS BADADADAR,Athamalik,PEDI PATHAR,Rural,Grade 5,EVS,5
21150224601,GOVT.PS BADADADAR,Athamalik,PEDI PATHAR,Rural,Grade 5,English,6
21150224601,GOVT.PS BADADADAR,Athamalik,PEDI PATHAR,Rural,Grade 5,Maths,5
21150224601,GOVT.PS BADADADAR,Athamalik,PEDI PATHAR,Rural,Grade 5,Odia,6
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 5,EVS,7
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 5,English,8
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 5,Maths,8
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 5,Odia,8
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 8,English,2
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 8,Maths,5
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 8,Odia,5
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 8,SST,7
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,Grade 8,Science,6
21150224702,GOVT.PS KATANGASAHI,Athamalik,PEDI PATHAR,Rural,Grade 5,EVS,7
21150224702,GOVT.PS KATANGASAHI,Athamalik,PEDI PATHAR,Rural,Grade 5,English,8
21150224702,GOVT.PS KATANGASAHI,Athamalik,PEDI PATHAR,Rural,Grade 5,Maths,8
21150224702,GOVT.PS KATANGASAHI,Athamalik,PEDI PATHAR,Rural,Grade 5,Odia,7
21150225001,GOVT.UPS JHILLIMUNDA,Athamalik,PEDI PATHAR,Rural,Grade 5,EVS,5
21150225001,GOVT.UPS JHILLIMUNDA,Athamalik,PEDI PATHAR,Rural,Grade 5,English,2
21150225001,GOVT.UPS JHILLIMUNDA,Athamalik,PEDI PATHAR,Rural,Grade 5,Maths,9
21150225001,GOVT.UPS JHILLIMUNDA,Athamalik,PEDI PATHAR,Rural,Grade 5,Odia,8
21150225202,GOVT.PS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 5,EVS,6
21150225202,GOVT.PS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 5,English,9
21150225202,GOVT.PS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 5,Maths,8
21150225202,GOVT.PS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 5,Odia,9
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 8,English,8
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 8,Maths,7
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 8,Odia,8
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 8,SST,7
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,Grade 8,Science,8
21150225401,Govt. PS. Deulbeda,Athamalik,ODASINGA UPS,Rural,Grade 5,EVS,5
21150225401,Govt. PS. Deulbeda,Athamalik,ODASINGA UPS,Rural,Grade 5,English,4
